"name","score","summary","recommended","avoid","date","author","url","rwd","ts-score","site"
"Fatty Crab","**","It cooks and serves fun, sometimes irresistible food. The fare, inspired by the cuisines of Malaysia and other areas of Southeast Asia, isn't delicate, and often threatens to cross the line into gloppy, fiery overkill. ","1) Green Mango Salad, 2) Pork Belly Tea Sandwiches, 3) Chicken Satay, 4) Fatty Dog, 5) Oyster Banh Mi, 6) Nasi Lemak, 7) Hokkien Mee, 8) Pork with Watermelon, 9) Kang Kong Belacan","1) Poached Bass, 2) Short Rib",2009-05-13,"Frank Bruni","http://www.nytimes.com/2009/05/13/dining/reviews/13rest.html","W",6,1
"Fatty 'Cue","*","The food is incredibly good. Fatty 'Cue is a restaurant worth traveling to visit...No reservations are taken, so unless you eat in daylight or draw good luck, there's going to be a wait for a table, time spent standing at a bar that was crowded when you arrived and will be when you leave.","1) Noodles, 2) Bone Broth, 3) 'Cue Bacon, 4) Spare Ribs, 5) Manila Clams, 6) Lamb, 7) Brisket, 8) Whole Pig, 9) Crab Laksa","1) Cucumber Salad",2010-05-12,"Sam Sifton","http://www.nytimes.com/2010/05/12/dining/reviews/12rest.html","R",8,1
"Felidia","***","The splendid dishes that Felidia continues to turn out - dishes that hit a midpoint between regal and rustic that's all their own - suggest that Ms. Bastianich...hasn't lost sight of her beginnings.","1) Sauteed Rock Shrimp, 2) Octopus, 3) Risotto, 4) Chicken Liver Trio, 5) Spaghettini with Duck, 6) Fusilli with Pork Ribs, 7) Wedding Pillows, 8) Braised Beef Cheeks, 9) Calf's Liver","1) Branzino, 2) Striped Bass, 3) Lambchops, 4) Fettuccine with Crab",2006-08-30,"Frank Bruni","http://www.nytimes.com/2006/08/30/dining/reviews/30rest.html","R",8,1
"Fette Sau","Unrated","Go when the weather is good?Show up early..Drink less moderately than you eat.","1) Flank Steak, 2) Ribs, 3) Pork Belly, 4) Gus's Pickles","1) Vegetarian Sides",2007-05-02,"Peter Meehan","http://www.nytimes.com/2007/05/02/dining/reviews/02unde.html","W",6,1
"Fish",,,,,,,,,,1
"5 Napkin Burger Broadway",,,,,,,,,,1
"Five Points",,,,,,,,,,1
"Flex Mussels","*","Its cooking isn't tricky, and its eating can turn slightly monotonous if there aren't currents of additional flavor rushing in. At Flex there are currents and riptides and veritable tsunamis, and monotony is less of a danger than drowning.","1) Fried Seafood, 2) Chowder, 3) Thai Mussels, 4) Southern Mussels, 5) Mexican Mussels, 6) South Pacific Mussels, 7) Bisque Mussels, 8) Strawberry Shortcake",,2009-06-03,"Frank Bruni","http://www.nytimes.com/2009/06/03/dining/reviews/03rest.html","W",6,1
"Fonda Nolita","Unrated","Some tacos are better than others...although none are in the running to be named the city's best. The food is more comforting than remarkable. ","1) Corn Taco, 2) Beef Short Ribs Taco",,2010-12-14,"Oliver Strand","http://www.nytimes.com/2010/12/15/dining/reviews/15under.html","W",6,1
"Four Seasons","**","The Four Seasons remains bedeviled by an inconsistency at serious odds with the prices it charges and the legend it enjoys.  The standouts on the menu aren't as numerous as they should be.","1) Bison Carpaccio, 2) Beet Salad, 3) White Asparagus with Morels, 4) Dover Sole, 5) Bison Fillet, 6) Rack of Lamb, 7) Crisp Duck","1) Kabocha Squash Ravioli, 2) Seafood Risotto, 3) Pheasant, 4) Pate, 5) Swordfish",2007-04-04,"Frank Bruni","http://www.nytimes.com/2007/04/04/dining/reviews/04rest.html","W",5,1
"Frank",,,,,,,,,,1
"Frankies 17 Supntino","Unrated","Frankies 17 Spuntino, on Clinton Street, is unequivocally one of the city's best value...But for its contained prices Frankies asks the diner to forgo a certain degree of tranquillity and comfort.","1) Braised Pork Shank, 2) Polenta, 3) Cavatelli, 4) Meatballs",,2008-12-10,"Frank Bruni","http://www.nytimes.com/2008/12/10/dining/10note.html","R",8,1
"Frankies 457 Spuntino","Unrated","The chefs have adapted Italian-American recipes in the way that cheap-and-chic trattorias made regional Italian trendy, with better-than-usual ingredients, a dash of nostalgia and some creative interpretation. ","1) Watercress Salad, 2) Meatballs, 3) Pork Braciole, 4) Gnocchi, 5) Sausage Sandwich, 7) Antipasto Plate, 8) Desserts","1) Butternut Squash Risott, 2) Duck Breast",2004-11-24,"Dana Bowen","http://www.nytimes.com/2004/11/24/dining/24UNDE.html","R",8,1
"Franny's","**","Franny's earnestness, along with an emphasis on freshness and seasonality that stands out even in this era of Greenmarket reverence, turns a seemingly ordinary menu into a road map to pure pleasure...And the restaurant doesn't take reservations.  This policy creates predictable chaos, but it also seems to encourage a diverse crowd.","1) Soppressata, 2) Pork Cheek and Beef Tongue Terrine, 2) Veg with Tonnato Sauce, 3) Eggplant with Parmesan, 4) Rigatoncini, 5) Bucatini, 6) Chitarra with Bottarga, 7) Olive Oil and Sea Salt Pizza, 8) Clam Pizza",,2007-08-29,"Frank Bruni","http://www.nytimes.com/2007/08/29/dining/reviews/29rest.html","W",7,1
"Freemans ","Satisfactory (Zero Stars)","With its location at the end of a hidden alley and its taxidermy-heavy decor, Freemans has an eccentric, furtive atmospheric allure unlike any other Manhattan restaurant's. But the dishes on its menu...are unevenly executed and more often disappointing than rewarding","1) Cheddar Toast, 2) Artichoke Dip, 3) Pheasant and Fennel Terrine, 4) Stilton with Fried Almonds, 5) Spinach Salad, 6) Filet Mignon, 7) Skillet Eggs with Spinach","1) Poached Chicken, 2) Baby Back Ribs, 3) Trout",2006-09-20,"Frank Bruni","http://www.nytimes.com/2006/09/20/dining/reviews/20rest.html","D",2,1
"Garden Court Cafe",,,,,,,,,,1
"Gemma","*","Diners won't find too much that rises too far about pleasant, but they'll find just enough to sate them as they bask in a seductive trattoria-chic setting and take in the pretty scene. ","1) Zucchini Flowers, 2) Carpaccio, 3) Artichoke and Radicchio Salad, 4) Strozzapreti, 5) Rigatoni with Peas, 6) Chicken, 7) Branzino","1) Pizza, 2) Swordfish Spiedini",2007-09-26,"Frank Bruni","http://www.nytimes.com/2007/09/26/dining/reviews/26rest.html","W",6,1
"Gennaro",,,,,,,,,,1
"Georgia's Eastside BBQ",,,,,,,,,,1
"Gilt","**","The dishes contrived by Paul Liebrandt, the chef at Gilt, can be exhaustingly intricate, and the descriptions of them that servers provide can be just as exhausting. But there are payoffs.","1) Mushroom or Truffle Crumble, 2) Scottish Langoustine, 3) Foie Gras, 4) Lobster, 5) Venison, 6) Duck, 7) Wasabi and Green Apple Sorbet","1) Dover Sole",2006-02-08,"Frank Bruni","http://www.nytimes.com/2006/02/08/dining/reviews/08rest.html","W",7,1
"Gobo","Unrated","A destination for the yuppie and established vegan sets...It makes more sense to cobble a meal together from the ""quick bites"" and ""small plates"" sections on the menu.","1) Avocado Tartare, 2) Seitan Skewers, 3) Eggplant Brandade, 4) Smoked Soy Sheets, 5) Scallion Pancakes, 6) Shiitake and Konnyaku","1) Vegan Bolognese, 2) Hummus ",2006-01-18,"Peter Meehan","http://www.nytimes.com/2006/01/18/dining/reviews/18unde.html","W",4,1
"Golden Unicorn",,,,,,,,,,1
"Good Fork (The)","Unrated","A place with an accessible menu that neighborhood folks could rely on and bridge and tunnel folks (that's you, Manhattanites) could use as an anchor for a night out in the neighborhood. ","Pork Dumplings, Crispy Veal Sweetbreads, Roast Chicken, Steak and Eggs, Pappardelle with Boar Ragu","Gumbo",2006-04-26,"Peter Meehan","http://www.nytimes.com/2006/04/26/dining/reviews/26unde.html","W",7,1
"Gordon Ramsay at The London","**","Much of the expertly prepared food still lacked the glimmers of surprise and sense of real adventure that might have made them as exciting as they were coolly impressive...I left feeling pampered but wanting something more.","Red Mullet, Sweetbreads, Black bass with Chorizo, Halibut with Smoked Salmon, Apricott Souffle, tarte Tatin","Scallops, Venison Loin, Turbot, Langoustine with Chicken Wing",2007-01-31,"Frank Bruni","http://www.nytimes.com/2007/01/31/dining/reviews/31rest.html","W",6,1
"Gotham Bar and Grill","***","It would be hard to think of another three-star restaurant of comparable age that continues to perform, dish after dish, with such admirable consistency. The food is taller than ever, but it may be better than ever. The range of flavors and treatments is impressive.","Seafood Salad, Veal Carpaccio, Tuna Tartar, Seared Mackerel, Pastas, foie gras and guinea hen terrine, sauteed skate wings, herbed ricotta ravioli, duck breast with endive and sweet potato puree, grilled salmon, seared tuna, roast chicken with shoestring potatoes, pheasant with sauerkraut, grilled steak, rack of lamb, squab with foie gras, vertical banana split, chocolate cake",,1996-02-23,"Ruth Reichl","http://www.nytimes.com/1996/02/23/arts/restaurants-063177.html","R",8,1
"Gramercy Tavern","***","Carefully chosen ingredients that are sharply reflective of the season and often prepared exquisitely. It's not an exciting restaurant, but it's a soothing, warm, rewarding one that's as understandably beloved as any in New York."," Farro with carrots and pine nuts, open crab ravioli, scallop crudo, calamari and carrot salad, smoked mackerel with cilantro, bacon-wrapped trout, sturgeon, halibut, veal with morels, pork two ways","Lobster Salad, ",2007-06-06,"Frank Bruni","http://www.nytimes.com/2007/06/06/dining/reviews/06rest.html","R",8,1
"Grand Sichuan","Unrated","Grand Sichuan St. Marks in the East Village, one of four related Grand Sichuan restaurants in Manhattan, is a good place to deepen your understanding of several of them.","pork with home special sauce, Chong Qing dry and spicy chicken, sliced fish with spicy sauce soup, Sichuan dan dan noodle, saut?ed spicy Chinese broccol",,2007-06-13,"Peter Meehan","http://www.nytimes.com/2007/06/13/dining/reviews/13unde.html","W",7,1
"Great Jones Cafe",,,,,,,,,,1
"Grimaldi's",,,,,,,,,,1
"HanGawi","**","A meal at Hangawi is an experience of all the senses, a chance to escape, if only for a little while, the stress and bustle of New York City...it is a marvelous adventure.","Wild sesame porridge, pumpkin porridge, sweet-and-sour mushrooms, tofu sandwich, Korean vermicelli, stone bowl lunch, ginseng in stone bowl, emperor's meal.","Pancakes, Tempuras",1995-03-31,"Ruth Reichl","http://events.nytimes.com/mem/nycreview.html?res=990CE5DD103CF932A05750C0A963958260","R",8,1
"Haru",,,,,,,,,,1
"HB Burger",,,,,,,,,,1
"Hearth","**","No wild-card ingredients, no fussy presentations: just good, familiar food given a little luster. There are missteps, but they hardly spoil the riches.","Tuna, Game bird Terrine, Monkfish Osso Buco, BlackBass, Duck Pappardelle, Polenta, Goat Milk Panna Cotta","Snapper Crudo, Socca Cannelloni",2004-03-03,"Amanda Hesser","http://www.nytimes.com/2004/03/03/dining/restaurants-solid-and-cozy-short-on-ostentation.html","W",7,1
"Hecho en Dumbo","Unrated","The restaurant is serene during the day and a scene at night, but food like this is worth standing and shouting for.","Guacamole, tostadas de ceviche, ensalada tricolor, quesadillas de huitlacoche, tacos de costilla, queso fundido de chorizo, pozole rojo","Soft Shell Crabs",2010-06-16,"Oliver Strand","http://www.nytimes.com/2010/06/16/dining/reviews/16under.html","R",8,1
"Hell's Kitchen","Unrated","Head to Hell's Kitchen for the inspired interpretations of Mexican dishes.","Tuna tostadas, duck confit empanadas, chayote and portobello roll, cold peach soup, quesadillas, grilled pork loin, poblano relleno","Shrimp with Coconut Rice, Black Bass Bouillabaisse, Seared Tuna",2000-07-12,"Eric Asimov","http://www.nytimes.com/2000/07/12/25-and-under-influenced-by-many-but-inspired-by-mexico.html","W",6,1
"Hide-Chan Ramen",,,,,,,,,,1
"Hill Country","Unrated","No other barbecue place that has opened in New York in recent years has gotten it so right, right out of the gate. ","Brisket, prime rib, beer can game hen, Kreuz sausages, baked beans, cucumber salad.",,2007-07-11,"Peter Meehan","http://www.nytimes.com/2007/07/11/dining/reviews/11unde.html","R",9,1
"Hill Country Chicken","Unrated","Hill Country Chicken turns out some top-level Southern food...Feels like a sleek Southern cafeteria, with quaint wallpaper and a big, loud lunchtime crowd.","Fried Chicken, French Fries, Banana Cream Pie, Buttermilk Biscuits","Mashed Potatoes, Corn Salad, Carrot-Raisin Slaw",2010-11-09,"Julia Moskin","http://www.nytimes.com/2010/11/10/dining/reviews/10dinbriefs-2.html","W",7,1
"Home","Unrated","By calling itself Home, it's telegraphing a culinary rather than an atmospheric bent...Home favors local suppliers, going so far as to devote most of its affordably priced wine list to New York producers.","Macaroni and Cheese, Clam Chowder, Game Hen, Grilled Trout","Salads, Pies",2008-11-19,"Florence Fabricant","http://www.nytimes.com/2008/11/19/dining/reviews/19brief-001.html","W",7,1
"Hunan House",,,,,,,,,,1
"Hundred Acres",,,,,,,,,,1
"Hurricane Club","*","The restaurant seats close to 300 full-throated human beings...The food is close to reliably good, a menu of sticky, sweet, fried and wok-tossed dishes of high flavor if low spice","Pu pu platter, house wings, mahi-mahi skewers, tri-tip skewers, Peking pig, ribs, Dover sole, black-bean lamb chops, Shanghai lobster noodles, Chinese long beans.",,2010-11-17,"Sam Sifton","http://www.nytimes.com/2010/11/17/dining/reviews/17restaurant.html","W",7,1
"I Sodi","Unrated","Its closely edited menu is more authentic than those of countless nearby pasta palaces. Rita Sodi, the chef and an owner (with Josh Dworkis, who designed and built the room), keeps the menu close to the basic home cooking she was raised on in Florence during the post-war years: seasonal by necessity and simple by tradition.","Bread, Lamb Chops, Raw Artichoke Salad, Fried Artichokes, Lasagna",,2008-04-23,"Julia Moskin","http://www.nytimes.com/2008/04/23/dining/23briefs.html","R",8,1
"Il Bagatto",,,,,,,,,,1
"Il Bastardo",,,,,,,,,,1
"Il Buco","Unrated","Warm and bewitchingly romantic?say this for Il Buco: it has put much effort, if not more, into creating a Mediterranean menu as beguiling as the antiques-strewn dining room. ","Cumin-Scented Goat, Short Ribs, Slow-Roasted Pig, Salmon","Radishes with Anchovies, Octopus",2005-10-21,"Eric Asimov","http://www.nytimes.com/2005/10/21/dining/21jour.html","W",7,1
"il Cantinori",,,,,,,,,,1
"Il Mulino",,,,,,,,,,1
"Il Pesce","Unrated","Il Pesce is worth visiting","Crudo, Cured Sardines, Fried Seafood",,,,"http://www.nytimes.com/2010/10/20/dining/reviews/20Eataly.html?pagewanted=1","W",7,1
"Il Posto Accanto","Unrated","Il Posto Accanto, a dim, intriguing bar in the East Village, has the effortless appeal of a crooked grin, a rumpled sweater and a dangling cigarette. ","Concompagni Sandwich, Sauteed Spinach, Duck Salad",,2001-01-03,"Eric Asimov","http://www.nytimes.com/2001/01/03/dining/25-and-under-a-loaf-of-ciabatta-a-glass-of-wine-and-no-rushing.html","W",6,1
"Il Vagabondo",,,,,,,,,,1
"'Ino","Unrated","Armed with only an Italian sandwich press and a small hot plate, this inviting little Italian sandwich shop and wine bar offers intensely satisfying variations on the sandwich theme.  The food is so good because the ingredients are excellent.","Panini, tramezzini, bruschetta, truffled egg toast, Nutella panini.",,1999-02-10,"Eric Asimov","http://www.nytimes.com/1999/02/10/dining/25-and-under-an-italian-sandwich-shop-that-takes-the-diminutive.html","R",8,1
"'Inoteca",,,,,,,,,,1
"'inoteca e Liquori Bar","Unrated","Too many plates rely on fat for flavor: nuts, olive oil, pork and cheese weigh down the menu...Lighter dishes can be underseasoned.  But the cheerful crowd doesn't seem to mind, and the warm welcome makes the meal go down easily.","Fig Mascarpone Bruschetta, Polenta with Chickpeas, Meatballs, Grilled Chicken, Rigatoni with Cauliflower","Brocolli Rabe Bruschetta",2009-04-29,"Julia Moskin","http://www.nytimes.com/2009/04/29/dining/reviews/29brief.html","W",6,1
"Insieme","**","Its setting lacks magic, its kitchen can be inconsistent and a few of the dishes fall well short of the others. But when Insieme, a new Italian restaurant in Midtown, is good, it's outstanding","Veal tartare, fritto misto, beef broth with asparagus, sea urchin risotto, potato ravioli with fava beans and mint, pork loin, shellfish stew, bollito misto, lamb four ways, semolina cake, gianduja bar, strawberry and robiola terrine, strawberry tart.","Salmon",2007-06-20,"Frank Bruni","http://www.nytimes.com/2007/06/20/dining/reviews/20rest.html?_r=1","W",6,1
"Ippudo","*","A bowl of ramen at Ippudo isn't just a meal: it's an invitation to get lost in a world of layered, nuanced flavors... beware long waits - there are no reservations here - and sometimes blunt, aloof service. But the ramen papers over many annoyances. ","Shiromaru classic, akamaru modern and kogashi miso ramen; pork or shrimp buns; Berkshire pork spareribs; green-tea ice cream with mascarpone; creamy sweet tofu.","Chicken Stock Ramen, Black Cod",2009-05-26,"Frank Bruni","http://www.nytimes.com/2009/05/27/dining/reviews/27rest.html","W",6,1
"Island Burgers and Shakes",,,,,,,,,,1
"Jack the Horse",,,,,,,,,,1
"Jaiya",,,,,,,,,,1
"Jane",,,,,,,,,,1
"Jean Claude",,,,,,,,,,1
"Jean Georges","****","The cleaner take on French cooking; the focus on aromas; the world's worth of herbs and spices; the calibration of sweetness, tartness and heat - make it special still. And it remains the most accessibly elegant of New York's premier French restaurants.","Wild mushroom tea, Japanese snapper sashimi, hamachi carpaccio, young garlic soup with frogs' legs, goat cheese royale, turbot with Ch?teau-Chalon sauce, Arctic char with porcini and garlic, broiled squab, duck with cracked almonds, molten chocolate cake, chocolate sorbet, mango lassi with carrot froth.",,2006-04-19,"Frank Bruni","http://www.nytimes.com/2006/04/19/dining/reviews/19rest.html","R",9.5,1
"Jewel Bako","*","In small ways, Jewel Bako stands out. The breadth of its selection remains remarkable...But the tables are tightly packed, the lighting isn't particularly soothing and service can be sluggish.","Red snapper sashimi with ponzu, assortment of yellowtail sashimi, chopped jack mackerel sushi, seared Japanese barracuda sushi","O-Toro, Uni, Salmon and Scallop",2006-06-21,"Frank Bruni","http://www.nytimes.com/2006/06/21/dining/reviews/21rest.html","D",3,1
"J.G. Melon",,,,,,,,,,1
"Jimmy's No. 43",,,,,,,,,,1
"Joe's Pizza",,,,,,,,,,1
"John Dory Oyster Bar",,,,,,,,,,1
"JoJo","***","Jo Jo is the kind of restaurant that makes diners feel like members of an exclusive club.  At the same time, it still has the heart of a bistro...The food at Jo Jo never clamors for attention?but they conquer by stealth.","Goat cheese panna cotta, pea soup with vegetables and croutons, black sea bass with carrot confit, roast chicken with ginger, green olives and coriander, strawberry-rhubarb napoleon, sour cream cheesecake with blueberry compote","Foie Gras Terrine, Lamb with Fava Bean, Warm Chocolate Cake",2002-04-17,"William Grimes","http://www.nytimes.com/2002/04/17/dining/restaurants-a-bold-bistro-stays-the-course-gracefully.html","R",7,1
"Jo's",,,,,,,,,,1
"Joseph Leonard",,,,,,,,,,1
"Kajitsu","Unrated","An elegantly sobering reminder of Japan's ascetic traditions...In each course, vegetables, from earth and ocean, are twisted and turned, salted and seasoned, spun and cut and carved into jewels...Some were interesting and delicious; some seemed pointless...But for vegans, and students of the endlessly unfolding Japanese food scene, it is a must.",,,2009-09-02,"Julia Moskin","http://www.nytimes.com/2009/09/02/dining/reviews/02brief-001.html","W",6,1
"Kanoyama","*","Has justly become a go-to place for sushi savants who are willing to trade away some atmosphere for top-flight fish at less-than-stratospheric prices. It's cramped. Service is slow. But the breadth of the selection of sushi and sashimi is thrilling.","Sushi and sashimi combination platters, ? la carte sushi, omakase, blowfish tempura, miso black cod.",,2008-10-29,"Frank Bruni","http://www.nytimes.com/2008/10/29/dining/reviews/29rest.html","W",7,1
"Katz's Deli","*","Nothing can be taken for granted.  Katz's shouldn't be. At few other restaurants can you feel that you've stepped this surely into a living museum, a patch of urban mythology.","Pastrami, tongue, brisket, corned beef, turkey and Reuben sandwiches, chopped liver, knoblewurst, egg creams.","Potato Knish, Latkes, Cheese Steaks",2007-05-30,"Frank Bruni","http://www.nytimes.com/2007/05/30/dining/reviews/30rest.html","R",8,1
"Keens","**","A meaty Mecca since 1885, Keens Steakhouse continues to provide carnivores a cause for rejoicing. Its service is a cut above the sometimes gruff steakhouse norm. ","Iceberg with blue cheese, fried chicken salad, sirloin steak, prime rib, mutton chop (saddle of lamb), porterhouse, apple crisp.","Half Chicken, Salmon, Fried calamari",2005-12-14,"Frank Bruni","http://www.nytimes.com/2005/12/14/dining/reviews/14rest.html?_r=1","R",8,1
"Kefi ","*","Kefi still offers robust, generously portioned Greek cooking at contained prices that make it feel like a bargain. But the food isn't as precisely or consistently executed as it was before...kitchen leans too heavily on salty effects and on the sloppy overloading of plates.","Warm potato salad, meatballs, flat pasta with rabbit, tubular pasta with sausage, Kefi mac & cheese, lamb shank","Octopus, Fried Calamari",2009-03-18,"Frank Bruni","http://www.nytimes.com/2009/03/18/dining/reviews/18rest.html","W",6,1
"Keste",,,,,,,,,,1
"Kif","Unrated","But the casbah-chic interior turns out to be genuinely romantic, with antique-red velvet banquettes and beaded-edge burlap curtains...Moroccan dishes distinguish the kitchen.","Falafel, Eggplant Puree, Chicken Tagine, Couscous Royale",,2009-02-18,"Ligaya Mishan","http://www.nytimes.com/2009/02/18/dining/reviews/18unde.html","W",7,1
"Kin Shop","**","An American restaurant that serves food prepared using Thai flavors, a restaurant that nods at Thailand respectfully, and uses its cuisine to fine effect. And it is very good at that: a restaurant that is at once cool and neighborly, downtown in a box.","Duck laab, fried pork and oyster salad, stir-fry of aquatic vegetables, squid-ink soup, red-curry duck, red-onion congee.","Passion Fruit Pudding, Thai Iced Tea Ice Cream, Crab Noodles, River Prawns",2010-12-15,"Sam Sifton","http://www.nytimes.com/2010/12/15/dining/reviews/15rest.html","R",8,1
"Kingswood",,,,,,,,,,1
"Kittichai","**","Upscale dining meets assiduously eccentric theater...the gustatory pleasures of Kittichai (pronounced kitty-chai) rise almost to the level of the visual ones.","Marinated monkfish, galangal and coconut soup with chicken, crispy rock shrimp, steamed mussels, banana blossom salad, chocolate ribs, Chilean sea bass, loin of lamb, Cornish hen, short ribs in green curry, monkfish in yellow curry, kaffir lime tart","Prawns, Duck, Fruit and Vegetable Salad, Prawn and Citrus Calad, Bluefin Tuna Carpaccio",2004-08-11,"Frank Bruni","http://www.nytimes.com/2004/08/11/dining/restaurants-thai-as-theater-restaurant-as-stage.html","W",7,1
"Koi","Satisfactory (Zero Stars)","Koi seems much more invested in eye-popping props and pulse-pounding music than in the performance of its kitchen, which commits too many errors and turns out too many duds ","Hamachi fusion, crispy rice with spicy tuna, dragon roll, poached halibut, steamed Chilean sea bass, roasted shishito, coconut rice pudding.","Tempura, Crab Legs, Kobe Style Beef, Chicken with Tamarind, Duck Breast with Sriracha, Chu-Toro Sashimi",2005-05-25,"Frank Bruni","http://www.nytimes.com/2005/05/25/dining/reviews/25rest.html","D",2,1
"Kunjip",,,,,,,,,,1
"Kyo Ya","Unrated","Kyo Ya isn't a scene; it's a sanctuary, and an unusually sophisticated restaurant for the neighborhood.","Kaiseki Menu",,2007-08-29,"Oliver Schwaner-Albright","http://www.nytimes.com/2007/08/29/dining/reviews/29brie.html","R",7,1
"La Bottega","Satisfactory (Zero Stars)","Seems to have no one at the helm ...It is a menu everyone has read before...There are a few delights among the offerings, but they cannot make up for the slough of irksome duds. ","Escarole salad with fava beans, warm calamari, margherita pizza, grilled salmon, whole grilled sea bass, cheesecake, affogato","Octopus Carpaccio, Butternut Squash Ravioli",2004-03-31,"Amanda Hesser","http://www.nytimes.com/2004/03/31/dining/31REST.html","D",3,1
"La Esquina","*","Its unmarked and sentry-patrolled door, its air of exclusivity and mystery and its Mexican menu, La Esquina is sort of like Studio 54 with chipotle subbing for cocaine...The food...is always serviceable, sometimes distinguished and less often exemplary.","Chorizo quesadilla, huitlacoche quesadilla, crab meat tostadas, fish taquito, baby back ribs, grilled whole red snapper, grilled corn, poblano pepper gratin, bread pudding.","Chicken and Steak Taquitos, Shrimp Tostadas, Spit Roasted Chicken, Carne Asada",2005-08-31,"Frank Bruni","http://www.nytimes.com/2005/08/31/dining/reviews/31rest.html","W",6,1
"La Fonda del Sol","**","Food coming out of a kitchen run by Josh DeChellis is surely executed and, more often than not, very appealing. ","Tuna tacos, empanadas, meatball skewers, pa amb tom?quet, octopus with potatoes, braised chicken with saffron rice, striped bass with pumpkinseeds, scallops tiradito, oxtail soup, cod with clams, lamb with pumpkinseed crust",,2009-04-22,"Frank Bruni","http://www.nytimes.com/2009/04/22/dining/reviews/22rest.html","W",7,1
"La Grenouille","***","The scale is intimate, the floral arrangements spectacular, the cooking classic...Grenouille not only survives, it thrives, despite breathtakingly high prices.","Foie gras, sweetbreads, wild-mushroom risotto, Dover sole, quenelles of pike, veal kidneys, braised oxtails, souffl?s.",,2009-12-23,"Sam Sifton","http://www.nytimes.com/2009/12/23/dining/reviews/23rest.html","R",9,1
"La Lucha",,,,,,,,,,1
"La Paella",,,,,,,,,,1
"La Pizza & Pasta","Unrated","Expertly prepared Batali-style pastas are served, as well as Neapolitan pies cooked by actual Neapolitans... The pastas are excellent, but in a city that is starting perhaps to out-Naples Naples for pie supremacy, Eataly's pizzas are not yet worth the time spent.",,,2010-10-20,"Sam Sifton","http://www.nytimes.com/2010/10/20/dining/reviews/20Eataly.html?pagewanted=1","W",6,1
"La Ripaille",,,,,,,,,,1
"Lamazou","Unrated","Along with daily soups and Lebanese specialties, the Lamazous also make one heck of a sandwich. ","Sandwiches",,2009-03-18,"Betsy Andrews","http://www.nytimes.com/2009/03/18/dining/reviews/18unde.html","W",7,1
"Landmarc","*","It serves food that's seldom much flashier than the fare at a Midwestern Marriott. And that, in fact, is its strength and appeal. ","Omelets, salmon tartare, endive with blue cheese, skirt steak salad, shrimp salad, sausage and pepper ciabatta, burger, roasted chicken, grilled pork chop, crispy sweetbreads, rib-eye and hanger steaks","Bucatini, Spaghetti Cacio e Pepe",2007-06-27,"Frank Bruni","http://www.nytimes.com/2007/06/27/dining/reviews/27rest.html","W",6,1
"L'Artusi","*","If they turned a more skeptical eye to some of Mr. Thompson's inventions, edited the menu to about two-thirds its current length and focused harder on the execution of what remained, they'd have an excellent restaurant.","Fluke crudo, grapefruit salad, cavatelli, pizzoccheri, garganelli with lamb rag?, testa cappelacci, orecchiette with sausage, sweetbreads, olive oil cake, vanilla-buttermilk panna cotta, pear crostata.","Vitello Tonnato, Veal, Walnut Cake, Gnudi, Gnocchi, Oxtail Calzone, Wagyu Tongue",2009-03-04,"Frank Bruni","http://www.nytimes.com/2009/03/04/dining/reviews/04rest.html","W",4,1
"L'Atelier de Joel Robuchon","***","Mostly exhilarating food...To find this bliss, you still have to push past some nonsense...But once you do, you'll encounter unusual dishes whose exceptional refinement and seductiveness can't be denied","Sea urchin, avocado with crab meat, lobster and turnip ravioli, langoustine, squid, caramelized eel and foie gras, burgers, quail with foie gras, steak tartare, chocolate cake, grapefruit with mint sorbet, macaroons.",,2006-10-04,"Frank Bruni","http://www.nytimes.com/2006/10/04/dining/reviews/04rest.html","W",7,1
"Laut ","Unrated","Some of the best Malaysian food in Manhattan. Laut is more expensive than the others, but the ingredients are fresher, the sauces brighter and the room - though clamorously loud - more elegant and welcoming. ","Pasembur, Roti Telur, Char Kway Teow, Hainanese Chicken","Beef Rendang, Curry Laksa",2009-07-29,"Julia Moskin","http://www.nytimes.com/2009/07/29/dining/reviews/29brief-002.html","W",7,1
"Le Bernardin","****","Epitomizing a certain kind of class, Le Bernardin amounts to the restaurant equivalent of old money, so secure in its station that it need not strut, so practiced in its posture that it never slouches. And yet it somehow avoids stodginess and complacency, a minor miracle that, for us diners, is a major blessing.","Hamachi tartare, fluke ceviches, bay scallops on duxelles, hamachi tandoori, monkfish with paprika sauce, halibut with lemon grass and coconut, chocolate, cashew and caramel tart, mango parfait.",,2005-03-16,"Frank Bruni","http://www.nytimes.com/2005/03/16/dining/reviews/16rest.html?pagewanted=all","R",10,1
"Le Cirque","***","Le Cirque means luxury, privilege and a kind of haute French-Italian cooking that is increasingly rare...But it can treat unfamiliar patrons in a dismissive fashion, and too much lackluster food comes out of the kitchen.","Stone crab, langoustine, foie gras ravioli, foie gras terrine, John Dory, venison, lamb, squab, pommes dauphine, chocolate souffl? ","Risotto, Pumpkin Ravioli",2008-02-06,"Frank Bruni","http://www.nytimes.com/2008/02/06/dining/reviews/06rest.html","W",6,1
