"name","score","summary","recommended","avoid","date","author","url","rwd","ts-score","site"
"Peter Luger","**","There are few gastronomic sensations that confirm the good life better than a hunk of a spectacular steak. And Peter Luger can broil and deliver one magnificently aged and marbleized two-finger-thick porterhouse after another ","Steak for Two, Steak for Three, Creamed Spinach, Canadia Bacon",,,"Hal Rubenstein","http://nymag.com/listings/restaurant/peter_luger01/","W",7,2
"Phoenix Garden",,,,,,,,,,2
"Pianos",,,,,,,,,,2
"Picholine","****","Three stars for general excellence, and one more to Brennan for deftly combining old-fashioned grandeur with the shock of the new.","Bar-menu Tasting, ""Bacon and Eggs"", Squid-ink Linguine, Chicken Kiev, Apple Brioche.",,2006-11-26,"Adam Platt","http://nymag.com/restaurants/reviews/24735/","R",8,2
"Pies 'n' Thighs",,,,,,,,,,2
"Pinche Taqueria",,,,,,,,,,2
"Pipa",,,,,,,,,,2
"PJ Clarke's",,,,,,,,,,2
"Pomodoro Rosso",,,,,,,,,,2
"Popover Cafe",,,,,,,,,,2
"Porchetta","****","Porchetta's porchetta is drop-dead delicious, abundantly juicy, aggressively seasoned, and varied in its myriad textures, from the moist, fine-grained loin meat to the chewy fatty crackling, and the little melting baconlike bits that season the potatoes. ","Porchetta Plate, Porchetta Sandwich, Potatoes",,2008-10-05,"Robin Raisfeld & Rob Patronite","http://nymag.com/restaurants/reviews/underground/50979/","R",10,2
"Porter House New York","**","Good, old-fashioned steakhouse style, ","Tongue Salad, Oyster Pan Roast, Chile-Rubbed Rib Eye, Coconut Layer Cake","Chopped Salad, Crab Cakes, Shrimp, Steak Tartare",2006-11-12,"Adam Platt","http://nymag.com/restaurants/reviews/24073/","W",6,2
"Prime Meats",,,,,,,,,,2
"Prune","*","Prune's phenomenal weekend brunch alone is worth the trip just to read her truly inspired menu.","Bloody Mary, Spaghetti Carbonara, Monte Cristo, Lamb Sausages",,,"Robin Raisfeld & Rob Patronite","http://nymag.com/listings/restaurant/prune/","W",7,2
"Public","Unrated","A swank, oddly themed setting designed to evoke public institutions like schools and libraries...this oddly forced d?cor is transcended, for the most part, by the cooking ","Kangaroo, Oxtail Ravioli, Grilled Scallops, Lentil Salad, Coconut Pancakes",,2004-02-09,"Adam Platt","http://nymag.com/nymetro/food/reviews/restaurant/n_9801/","W",6,2
"Pulino's Bar and Pizzeria","*","It takes McNally months to whip his kitchens into shape, although he seems to have more success doing this with French-themed restaurants than Italian ones.","Prosciutto di Parma, Pork Belly, Mozzarella Burrata & Beets, Pizza Bianca, Panna Cotta","Gnocchi",2010-05-09,"Adam Platt","http://nymag.com/restaurants/reviews/65885/","W",4,2
"Pure Food and Wine","*","About the time entr?es arrive, raw food's novelty may start to dull a bit...Without traditional cooking, dishes elicit virtually no aroma, and that's a significant sensory loss...the subtleties of raw food can be difficult to appreciate. ","Pineapple and Cucumber Gazpacho, Thai Lettuce Wraps",,2005-05-21,"Hal Rubenstein","http://nymag.com/nymetro/food/reviews/restaurant/9670/","W",5,2
"Pylos",,,,,,,,,,2
"Quality Meats","*","There's plenty of steak to be had at Quality Meats once you've waded through all this ephemera, although it doesn't come cheap...I can't quite remember what I ate, what I did","Steak Tartare, Roast Pork, Crispy Potatoes, Edamame","Bone-in Sirloin, Rack of Lamb",2006-05-26,"Adam Platt","http://nymag.com/restaurants/reviews/17126/","W",5,2
"Quartino",,,,,,,,,,2
"Quinto Quarto",,,,,,,,,,2
"Rai Rai Ken",,,,,,,,,,2
"Ramen Setagaya",,,,,,,,,,2
"Raoul's",,,,,,,,,,2
"Recette","**","Their new restaurant isn't much to look at...but the modestly priced...small-plate, ""urban American"" menu is full of all sorts of elegant and unexpected surprises...I felt like an opera buff who'd stumbled on a group of world-class tenors singing arias in their garage.","Crispy Sweetbreads, Halibut, Graham-Cracker Ice-Cream S'mores",,2010-04-25,"Adam Platt","http://nymag.com/restaurants/reviews/65593/","W",7,2
"Red Egg",,,,,,,,,,2
"Reservoir",,,,,,,,,,2
"Resto","****","Resto achieves that rarest of combinations: expectations- exceeding, thoughtfully executed food in the sort of unpretentious surroundings that define the best kind of neighborhood restaurant.","Deviled Egg, Cheeseburger, Beef-Cheek Carbonnade, Tete de Cochon Sandwich, Raspberry-Mango Parfait",,2007-05-07,"Robin Raisfeld & Rob Patronite","http://nymag.com/nymag/critics/restaurants/31506/","R",8,2
"River Cafe","Unrated","A restaurant that hums with professionalism, you want to drop your shoulders, sigh with eyes half-closed, and smile. It's an experience so relaxing (in case you've forgotten) that it can seem jarring.","Oysters in Salmon, Scallop Seviche, Foie Gras Terrine, Duck Breast, Squab","Roasted Shrimp, Steak Tartare, Veal Loin",2003-09-22,"Hal Rubenstein","http://nymag.com/nymetro/food/reviews/restaurant/n_9211/","W",7,2
"Robataya",,,,,,,,,,2
"Rosa Mexicano",,,,,,,,,,2
"Rouge Tomate",,,,,,,,,,2
"Royale",,,,,,,,,,2
"Rubirosa",,,,,,,,,,2
"Ruby's Cafe",,,,,,,,,,2
"Rusty Knot",,,,,,,,,,2
"Rye",,,,,,,,,,2
"Rye House",,,,,,,,,,2
"Sagaponack",,,,,,,,,,2
"Sala 19",,,,,,,,,,2
"Salume","***","A panino is never pressed, but rather served on lightly toasted rolls so as not to corrupt the integrity of the ingredients and muddle the flavors of the fillings...with a formula that's simple and uncompromising, relying on mostly Italian cured meats, shaved to order on hand-cranked Berkel slicers; bread custom-baked for him by Eli's...good Italian cheeses; flavorful local tomatoes; and a host of unexpected condiments","Trieste, Felino, Favignan, Bellagio",,2010-09-05,"Robin Raisfeld & Rob Patronite","http://nymag.com/restaurants/reviews/underground/67923/","W",7,2
"Saravanaas",,,,,,,,,,2
"Saul",,,,,,,,,,2
"Scarpetta","***","The big, airy space on 14th Street is relaxed and inclusive... the space feels fresh and forward-thinking, and the cooking feels that way, too. ","Fritto Misto, Spaghetti Pomodoro, Capretto, Veal Shank","Baby Chicken",2008-07-13,"Adam Platt","http://nymag.com/restaurants/reviews/48500/","W",7,2
"Schiller's Liquor Bar","Unrated","The food (as overseen by Balthazar chefs Riad Nasr and Lee Hanson) is predictably competent in a homey, almost threadbare kind of way.","Bread Salad, French Onion Soup, Welsh Rarebit, Rigatoni, Fish and Chips","Chicken Paillard",2003-10-20,"Adam Platt","http://nymag.com/nymetro/food/reviews/restaurant/n_9334/","W",6,2
"Seasonal","***","At Seasonal, two expert cooks occupy the kitchen, not just one...they describe their menu as a kind of ""new modern"" take on that deceptively refined, staunchly traditionalist cuisine...have a knack for taking these kinds of familiar, slightly sodden recipes and turning them subtly on their heads.","Scallops, Pork Belly, Walleyed Pike, Zwiebelrostbraten, BLT, Topfennockerl Dumplings","Pea Soup",2009-05-17,"Adam Platt","http://nymag.com/restaurants/reviews/56729/","W",6,2
"Seo",,,,,,,,,,2
"Sette Enoteca and Cucina",,,,,,,,,,2
"Sfoglia","***","For those who spend their evenings chasing the hot restaurants downtown, a visit to Sfoglia may seem a little like a trip to a foreign land. There are only ten tables, and the d?cor seems almost willfully frumpy...but the Suhanosky's Italianate country cooking takes the whole experience to a different plane.  ","Antipasti, Sea-Urchin Spaghetti, Swiss-Chard-Wrapped Polpette, Zucchini Blossoms, Fruit tart",,2006-07-09,"Adam Platt","http://nymag.com/restaurants/reviews/17551/","R",8,2
"Shake Shack",,,,,,,,,,2
"Shalezeh",,,,,,,,,,2
"Shang","**","There's an overworked, almost nostalgic Asian-fusion quality to the menu at Shang, which means that some dishes succeed and others do not, but also that dinner is rarely boring. ","Lobster Bisque, Singapore Slaw, Cucumber Salad, Turnip Cake, Taro Puffs, Sablefish, Garlic Chicken, Pork Belly","Oxtail Dumpling Soup, Garlic Shrimp, Banana Chocolate Cake",2009-02-01,"Adam Platt","http://nymag.com/restaurants/reviews/53757/","W",5,2
"SHO Shaun Hergatt","**","Everything about SHO Shaun Hergatt feels stuffy and slightly pass?, as if it happened decades ago, in a strange, gastronomic galaxy far, far away. But as the food begins issuing from the kitchen, it quickly becomes apparent that this is not such a bad thing. ","Coconut-Milk-Glazed Quail, Muscovy-Duck Breast","Pouissin",2009-09-25,"Adam Platt","http://nymag.com/restaurants/reviews/59424/","W",6,2
"Sigiri",,,,,,,,,,2
"Sip Sak",,,,,,,,,,2
"Smile (the)","***","There is an abundance, in other words, of vaguely hippieish people milling about...Marden cooks like an especially talented dinner-party hostess, re-creating taste memories of places she's been and dishes she's loved, and that's meant as a compliment. ","Daily Soup, Pasta Specials,  Chicken Sandwich, Bibb-Lettuce Salad, Marinated Goat Cheese, Lamb Meatballs",,2010-05-16,"Robin Raisfeld & Rob Patronite","http://nymag.com/restaurants/reviews/underground/66009/","W",7,2
"Snack",,,,,,,,,,2
"Soba - Ya",,,,,,,,,,2
"Socarrat Paella Bar",,,,,,,,,,2
"Sorella","****","It's true, this town is flooded with ""wine bars"" serving ""small plates,"" but Sorella is different...here is an air of luxury about the place, but it's a reasonably affordable luxury, conveyed through the inherent richness of the food and celebration of the region that inspired it.","Anchovies, Risotto with Bacon and Cauliflower, Grilled Quail, Orange G?nois",,2009-04-19,"Robin Raisfeld & Rob Patronite","http://nymag.com/restaurants/reviews/underground/56136/","R",8,2
"Soto","**","By New York standards, however, the sushi at Chef Kosugi's new restaurant is good but not fabulous. ","Aji Tataki, Scallop and Shiso Agedashi, Uni & Squid with Shiso, Fried Flounder ",,2007-10-14,"Adam Platt","http://nymag.com/restaurants/reviews/39293/","W",7,2
"Sparks","**","The prices are extreme here, and on a busy night (which is most nights) diners get pushed through the joint like pigs through a gate.","Steak Fromage, Filet Mignon, Beef Scaloppini",,,,"http://nymag.com/listings/restaurant/sparks/","W",7,2
"Spice Market","**","The restaurant's vast space is immediately disorienting yet instantly welcoming, energized and undeniably dazzling...Because the dishes are deliberately not refined, flavors are as up-front as a good ol' boy's handshake. You'll be consistently surprised, sometimes pleasantly startled. But you may not like everything equally.","Mushroom Egg Rolls, Crisp Squid, Egg-Drop Soup, Steamed Lobster, Cod, Ovaltine Kulfi","Shaved Tuna, Monkfish",2004-04-19,"Hal Rubenstein","http://nymag.com/nymetro/food/reviews/restaurant/n_10167/","W",6,2
"Spitzers",,,,,,,,,,2
"Spotted Pig","**","Pig is more Chez Panisse than Corner Bistro-a convivial place to have a pint, sure, but also a wonderful place to eat and, most shockingly, considering England's long record of parsnip-and-turnip abuse, a safe haven for vegetarians.","Salads, Buffalo Mozzarella, Gnudi, Haddock Chowder, Shepherd's Pie, Chicken Liver Puree, Beef Shin, Burger",,2004-04-05,"Robin Raisfeld & Rob Patronite","http://nymag.com/nymetro/food/reviews/underground/n_10089/","W",7,2
"Sripraphai",,,,,,,,,,2
"Standard Grill (The)","**","But what separates the Standard from other newly tricked-out, faux-bistro factory operations in the neighborhood is the unexpected quality of Silverman's cooking... Silverman has a knack for making everything on his menu sound good, and most things deliver. ","Chilled Almond Soup, Merguez-Stuffed Squid, Swordfish, Rib Eye, Deal-Closer","Steak Tartare, Iceberg Wedge, Pork Chop, Lobster Louis",2009-09-13,"Adam Platt","http://nymag.com/restaurants/reviews/58954/","W",6,2
"Stanton Social",,,,,,,,,,2
"Strip House",,,,,,,,,,2
"Stuzzicheria",,,,,,,,,,2
"Supper",,,,,,,,,,2
"Surya",,,,,,,,,,2
"Sushi Azabu",,,,,,,,,,2
"Sushi of Gari","Unrated","Sushi snobs are an imperious bunch, but mention the name Masatoshi ""Gari"" Sugio in their midst and they begin squealing like a bunch of boy-band groupies.",,,,"Robin Raisfeld & Rob Patronite","http://nymag.com/listings/restaurant/sushi-of-gari/","R",8,2
"Sushi Seki","Unrated","On many nights, the small sushi bar is filled with hard-core sushi addicts and cluttered with reserve signs until well after 9 p.m...jalape?o as one of the favored seasonings. ",,,2003-03-03,"Adam Platt","http://nymag.com/nymetro/food/reviews/restaurant/n_8381/","W",7,2
"Sushi Yasuda","***","The variety and freshness of its food, both raw and cooked, puts Sushi Yasuda in the top ranks of these restaurants. The interior's elegant, clean lines veer toward minimalism, ","Softshell Crab, Shimmaji, Sea Urchin, Sawani",,,,"http://nymag.com/listings/restaurant/sushi_yasuda/","W",7,2
"Szechuan Gourmet",,,,,,,,,,2
"Taboon","*","The bread alone is reason enough to visit this tidy, whitewashed restaurant...most of the food at Taboon is cooked fresh in the stone oven. ","Calamari, Sweatbreads, Steak Tartare, Lamb Kebab, Osso Buco, Oxtail Stew","Lamb Chops",2005-05-21,"Adam Platt","http://nymag.com/nymetro/food/reviews/restaurant/9211/","W",7,2
"Taco Taco",,,,,,,,,,2
"Takahachi",,,,,,,,,,2
"Takashi","**","Eccentric little establishment...One star for the quality of the nose-to-tail ingredients, a second for the impeccable execution.","Seasonal Pickles, Short Ribs, Beef Cheeks, Rib Eye",,2010-10-10,"Adam Platt","http://nymag.com/restaurants/reviews/68801/","W",7,2
"Tamarind (22nd Street)",,,,,,,,,,2
"Tamarind Tribeca",,,,,,,,,,2
"Tanoreen","Unrated","A modestly appointed dining room and open kitchen, supplementing exceptional renditions of traditional Middle Eastern cuisine?You can't go wrong.","Hummus, Labneh, Cauliflower, Fried Eggplant, Lamb Stuffed Grape Leaves, Kibbeh Balls, Braised Lamb",,2003-02-03,"Robin Raisfeld & Rob Patronite","http://nymag.com/nymetro/food/reviews/underground/n_8276/","R",9,2
"Tao",,,,,,,,,,2
"Telepan","**","Telepan's food is generally very good... Telepan seems more at home with lightness and subtlety.","House-Smoked Brook Trout, Coddled Eggs, Lobster-Braised Halibut ",,2006-01-28,"Adam Platt","http://nymag.com/restaurants/reviews/15627/","W",7,2
"Teodora","**","A gracious, two-storied midtown oasis, manages to distinguish itself with specialties from Emilia-Romagna","Dumplings with Veal & Parmesan, Tagliatelle  alla Bolognese, Lasagna",,,"Robin Raisfeld & Rob Patronite","http://nymag.com/listings/restaurant/teodora/","W",7,2
"Terroir Tribeca","*","This food isn't designed to be transcendent, but if you choose wisely, it's possible to put together a decent meal. ","Crispy Duck Fris?e Salad, Lamb Sausage, Meatball Sub, Russian Reuben, Veal-and-Ricotta Meatballs, Steak",,2010-09-12,"Adam Platt","http://nymag.com/restaurants/reviews/68048/","W",6,2
"The Commodore","Unrated","The best cheap bar food in town...Down-home and delicious, melding southern, Mexican, and (though he might shudder at the term) New Brooklyn Cuisine, Tanner's cooking raises the bar-food bar. ","Fried Chicken, Biscuits, Adult Cheese Sandwich, ""Saltie"" Potato Salad",,,"Robin Raisfeld & Rob Patronite","http://nymag.com/listings/restaurant/the-commodore/","R",10,2
"The Fat Radish",,,,,,,,,,2
"The Harrison",,,,,,,,,,2
"The Lambs Club","*","Housed in a weirdly cramped, darkly paneled space, dominated on one wall by a medieval-size fireplace glowing with fake logs... but he knows how to produce an old-fashioned gourmet meal.","Beef tartare, Chicken, Lemon Tart",,2010-10-24,"Adam Platt","http://nymag.com/restaurants/reviews/69095/","W",6,2
"The Lion","Not Recommended","The Lion doesn't have the polished menu of Minetta or the rarefied, clubby feel of the Waverly Inn. Is it worth fighting for that 5:30 table? Probably not.","Foie Gras Torchon, Sheep's-Milk Cavatelli, Lobster Potpie, Lemon Custard, Apple Beignets","Special Blend Burger",2010-07-25,"Adam Platt","http://nymag.com/restaurants/reviews/67261/","D",2,2
"The Meatball Shop",,,,,,,,,,2
"The Mermaid Inn","Unrated","Have set out to conquer the refined, fickle, endlessly comforting world of seafood. From beginning to end, their approach is characteristically minimalist and unfussy.","Oysters, Baked Seafood Imperial",,2003-05-26,"Adam Platt","http://nymag.com/nymetro/food/reviews/restaurant/n_8706/","W",7,2
"The Redhead",,,,,,,,,,2
"The Red Cat",,,,,,,,,,2
"The Smith","Unrated","Good, honest el cheapo grub?","Baked Spaghetti, Mac 'n' Cheese, Short Ribs, Chicken, Chocolate Chip Cookies","Fried Calamari, Sweet Wings, Hanger Steak",2007-12-08,"Gael Greene","http://nymag.com/restaurants/reviews/insatiable/41796/","W",6,2
"Thor","**","Whether this kind of posh cooking will find an audience way down on Rivington Street remains to be seen. To hedge their bets, the proprietors have taken great pains to make their restaurant feel like a nightclub. ","White-Tomato Mousse, Monkfish, Snicker Bar",,2005-10-16,"Adam Platt","http://nymag.com/nymetro/food/reviews/restaurant/14783/","W",6,2
"Tia Pol","*","Dimly lit, brick-walled, and slim as a toothpick, it's got an atmosphere so charged with high-spirited bonhomie...consistently great, supremely satisfying food... Rarely, though, do the basics taste so good. ","Tortilla Espanola, Green Peppers, Lamb Skewers, Chorizo al Jerez, Patatas Bravas, Carpaccio of King Oyster Mushrooms, Duck Breast with Lentil Salad",,2005-05-21,"Robin Raisfeld & Rob Patronite","http://nymag.com/nymetro/food/reviews/underground/10238/","W",7,2
"Tipsy Parson",,,,,,,,,,2
"Toloache",,,,,,,,,,2
"Tomoe",,,,,,,,,,2
"Tori Shin",,,,,,,,,,2
"Torrisi Italian Specialties","*****","Unlike any other Italian experience in town...In the realm of red-sauce cooking, it's nothing short of revolutionary..., they're applying haute technique and the best local, seasonal ingredients they can find to the tired tropes of Italian-American cooking, taking an inventive, almost intellectual approach to the oft-derided cuisine. ","Chef's Menu, Lunch Sandwiches",,,"Robin Raisfeld & Rob Patronite","http://nymag.com/nymetro/food/reviews/underground/10238/","R",10,2
"Tortilla Flats",,,,,,,,,,2
"Totto Ramen",,,,,,,,,,2
"Traif",,,,,,,,,,2
"Travertine",,,,,,,,,,2
"Tree",,,,,,,,,,2
"Triomphe",,,,,,,,,,2
"Turkish Kitchen",,,,,,,,,,2
"Txikito","*","The menu of exotically spelled Basque finger snacks and drinking foods...is impressively diverse without being overstuffed...Some of the more exotic Basque dishes promise more than they deliver","El Doble Burger, Foie mi-cuit, morcilla, lamb chops, arugula salad, muscatel cake","Pork Trotters, Squid in Ink",2009-03-29,"Adam Platt","http://nymag.com/restaurants/reviews/55656/","W",5,2
"Union Square Cafe","***","Consistency and good cheer are the keys to Danny Meyer's perennially popular, Zagat-approved restaurant","Wasabi Mashed Potatoes, Filet Mignon of Tuna",,,"Adam Platt","http://nymag.com/listings/restaurant/union-square-cafe/","W",7,2
"Uva",,,,,,,,,,2
"Uvarara",,,,,,,,,,2
"Vai",,,,,,,,,,2
"Vandaag","**","Vandaag's inventive executive chef, Phillip Kirschen-Clark, is an acolyte of Wylie Dufresne...and he has a penchant for madcap, slightly obsessive locavore experimentation?Inevitably, some of these experiments work better than others.  ","Romaine Salad, ""Ham"" Burger, Lamb Blade Steak, Smoutballen. ",,2010-10-10,"Adam Platt","http://nymag.com/restaurants/reviews/68801/","W",6,2
"Via Quadronno",,,,,,,,,,2
"Vida",,,,,,,,,,2
"Viet Cafe",,,,,,,,,,2
"Villa Mosconi",,,,,,,,,,2
"Vinegar Hill House","***","The 40-seat space is the embodiment of warm and cozy, quirky but not off-puttingly so. It's Little House on the Prairie crossed with Freemans...The focal point of the room is the roaring wood-fired oven...cooking that manages to be comforting but not clich?d","Butternut-Squash Tart, Cast Iron Chicken, Mashed Potatoes, Guinness Cake",,2008-12-07,"Robin Raisfeld & Rob Patronite","http://nymag.com/restaurants/reviews/underground/52741/","R",8,2
"Walker's",,,,,,,,,,2
"Wallse","***","If you're tired of France, like everyone else, and searching for classic cooking in a great European tradition, this is the place to find it. ","Wiener Schnitzel, Hungarian Beef Goulash",,,"Robin Raisfeld & Rob Patronite","http://nymag.com/listings/restaurant/wallse/","W",7,2
"Warren 77",,,,,,,,,,2
"wd~50","****","Wylie Dufresne is that rare thing on the New York cooking scene-a home-grown talent. In his industrious culinary atelier down on Clinton Street, he produces some of the most cutting-edge cooking in New York or anywhere else. ","Pork Belly",,,"Robin Raisfeld & Rob Patronite","http://nymag.com/listings/restaurant/wd50/","R",9,2
"Westville",,,,,,,,,,2
"White Slab Palace",,,,,,,,,,2
"Wildwood Barbecue","*","Quality is tricky when you're dealing with this kind of volume, and many hard-core barbecue hounds have dismissed Wildwood on account of that. But Wildwood is more of a big-money New York restaurant and bar than a hard-core barbecue joint. ","Chicken Wings, Texas Smoked Brisket, Denver Lamb Ribs","Spicy-Sweet Baby Backs, Pulled Pork",2008-06-15,"Adam Platt","http://nymag.com/restaurants/reviews/47802/","W",5,2
"Wilfie and Nell","**","Everything on [the menu] exceeds expectations...You can eat these fine Irish tapas at the bar or hunched over a rough communal table or beneath a bare-bulb lamp in an odd chair that looks like it might have belonged to Edith Bunker. "," Corned-Beef-and-Gruy?re Sandwich, Fries, Pickles",,2008-12-11,"Robin Raisfeld & Rob Patronite","http://nymag.com/restaurants/reviews/underground/52907/","W",7,2
"Wogies",,,,,,,,,,2
"Wolfgang's","Unrated","Wolfgang Zwiener toiled at the original Luger's in Williamsburg for 41 years. As a waiter and then the headwaiter, he was privy to all the secrets and quirks of that great institution, many of which are now on display at his own eponymous establishment. ","Porterhouse, Filet Mignon, Sirloin, Creamed Spinach",,2005-05-21,"Adam Platt","http://nymag.com/nymetro/food/reviews/restaurant/9211/","W",7,2
"World Tong",,,,,,,,,,2
"Yakitori Totto",,,,,,,,,,2
"Yama",,,,,,,,,,2
"Yerba Buena",,,,,,,,,,2
"Zabb Queens",,,,,,,,,,2
"Zarela",,,,,,,,,,2
"Zenkichi",,,,,,,,,,2
"Zoma",,,,,,,,,,2
