"name","cuisine1","cuisine2","cuisine3","vegetarian","address","phone","url","Sunday","Monday","Tuesday","Wednesday","Thursday","Friday","Saturday","price","opentable","menupages"
"Katz's Deli","American","Sandwiches",,,"205 E Houston St, New York, NY 10002","800-446-8364","http://www.katzdeli.com/","8:00 AM - 10:45 PM","8:00 AM - 9:45 PM","8:00 AM - 9:45 PM","8:00 AM - 10:45 PM","8:00 AM - 10:45 PM","8:00 AM - 2:45 AM","8:00 AM - 2:45 AM","$$","NOT FOUND","http://newyorkcity.menupages.com/restaurants/katzs-delicatessen/menu"
"Keen's","Steak","American",,,"72 West 36th Street, New York, NY 10018","212-947-3636","http://www.keens.com/","5:00 PM - 9:00 PM","11:30 AM - 10:30 PM","11:30 AM - 10:30 PM","11:30 AM - 10:30 PM","11:30 AM - 10:30 PM","11:30 AM - 10:30 PM","5:00 PM - 10:30 PM","$$$","http://www.opentable.com/keens-steakhouse","http://newyorkcity.menupages.com/restaurants/keens-steakhouse/menu"
"Kefi ","Greek",,,"x","505 Columbus Ave, New York, NY 10024","212-873-0200","http://www.kefirestaurant.com/","11:00 AM - 2:30 PM, 5:00 PM - 10:30 PM","12:00 AM - 2:30 PM, 5:00 PM - 10:30 PM","12:00 AM - 2:30 PM, 5:00 PM - 10:30 PM","12:00 AM - 2:30 PM, 5:00 PM - 10:30 PM","12:00 AM - 2:30 PM, 5:00 PM - 10:30 PM","12:00 AM - 2:30 PM, 5:00 PM - 12:00 PM","12:00 AM - 2:30 PM, 5:00 PM - 12:00 PM","$$","http://www.opentable.com/kefi","http://newyorkcity.menupages.com/restaurants/kefi/menu"
"Keste","Pizza",,,"x","271 Bleecker Street, New York, NY 10014","212-243-1500","http://www.kestepizzeria.com/","12:00 PM - 3:30 PM, 5:00 PM - 10:00 PM","12:00 PM - 3:30 PM, 5:00 PM - 11:00 PM","12:00 PM - 3:30 PM, 5:00 PM - 11:00 PM","12:00 PM - 3:30 PM, 5:00 PM - 11:00 PM","12:00 PM - 3:30 PM, 5:00 PM - 11:00 PM","12:00 PM - 3:30 PM, 5:00 PM - 11:00 PM","12:00 PM - 3:30 PM, 5:00 PM - 11:00 PM","$","NOT FOUND","http://newyorkcity.menupages.com/restaurants/keste-pizza-vino/menu"
"Kif","Middle Eastern","Moroccan",,,"219 Dekalb Ave, Brooklyn, NY 11205","718-852-7273","http://www.kifbrooklyn.com","11:00 AM - 4:00 PM, 5:00 PM - 11:00 PM","5:00-11:00 PM","5:00-11:00 PM","5:00-11:00 PM","5:00-11:00 PM","5:00-11:00 PM","11:00 AM - 4:00 PM, 5:00 PM - 11:00 PM","$$","NOT FOUND","http://newyorkcity.menupages.com/restaurants/kif/menu"
"Kin Shop","Asian","Thai",,,"469 6th Avenue, New York, NY 10011","212-675-4295","http://www.kinshopnyc.com/","11:30 AM - 3:00 PM, 5:00 PM - 10:00 PM","11:30 AM - 3:00 PM, 5:30 PM -11:00 PM","11:30 AM - 3:00 PM, 5:30 PM -11:00 PM","11:30 AM - 3:00 PM, 5:30 PM -11:00 PM","11:30 AM - 3:00 PM, 5:30 PM -11:00 PM","11:30 AM - 3:00 PM, 5:30 PM -11:30 PM","11:30 AM - 3:00 PM, 5:30 PM -11:30 PM","$$$","http://www.opentable.com/kin-shop","http://newyorkcity.menupages.com/restaurants/kin-shop/menu"
"Kingswood","American","Bar Food",,,"121 West 10th Street, New York, NY 10011","212-645-0018","http://www.kingswoodnyc.com/","10:00 AM - 3:00 PM, 6:00 PM - 3:00 AM","6:00 PM - 3:00 AM","6:00 PM - 3:00 AM","6:00 PM - 3:00 AM","6:00 PM - 3:00 AM","6:00 PM - 3:00 AM","10:00 AM - 3:00 PM, 6:00 PM - 3:00 AM","$$$","http://www.opentable.com/kingswood","http://newyorkcity.menupages.com/restaurants/the-kingswood/menu"
"Kittichai","Thai","Asian",,"x","60 Thompson Street, New York, NY 10012","212-219-2000","http://www.kittichairestaurant.com/","7:00 AM - 10:45 AM, 11:30 AM - 2:30 PM, 5:30 PM - 11:00 PM","7:00 AM - 10:45 AM, 12:00 PM - 2:30 PM, 5:30 PM - 11:00 PM","7:00 AM - 10:45 AM, 12:00 PM - 2:30 PM, 5:30 PM - 11:00 PM","7:00 AM - 10:45 AM, 12:00 PM - 2:30 PM, 5:30 PM - 11:00 PM","7:00 AM - 10:45 AM, 12:00 PM - 2:30 PM, 5:30 PM - 11:00 PM","7:00 AM - 10:45 AM, 12:00 PM - 2:30 PM, 5:30 PM - 11:00 PM","7:00 AM - 10:45 AM, 11:30 AM - 2:30 PM, 5:30 PM - 11:00 PM","$$$","http://www.opentable.com/kittichai","http://newyorkcity.menupages.com/restaurants/kittichai/menu"
"Koi","Fusion","Asian","Japanese",,"40 W 40th St, New York, NY 10018","212-921-3330","http://www.koirestaurant.com/","7:00 AM - 11:00 AM, 6:00 PM - 10:00 PM","7:00 AM - 11:00 AM, 12:00 PM - 2:00 PM, 5:30 PM - 11:00 PM","7:00 AM - 11:00 AM, 12:00 PM - 2:00 PM, 5:30 PM - 11:00 PM","7:00 AM - 11:00 AM, 12:00 PM - 2:00 PM, 5:30 PM - 11:00 PM","7:00 AM - 11:00 AM, 12:00 PM - 2:00 PM, 5:30 PM - 12:00 PM","7:00 AM - 11:00 AM, 12:00 PM - 2:00 PM, 5:30 PM - 12:00 PM","7:00 AM - 11:00 AM, 5:30 PM - 12:00 PM","$$$","http://www.opentable.com/koi-new-york","http://newyorkcity.menupages.com/restaurants/koi/menu"
"Kunjip","Korean","Asian",,,"9 West 32nd Street, New York, NY 10001","212-216-9487","http://www.kunjip.net/","24 Hours","24 Hours","24 Hours","24 Hours","24 Hours","24 Hours","24 Hours","$$","NOT FOUND","http://newyorkcity.menupages.com/restaurants/kunjip/menu"
"Kyo Ya","Japanese","Asian",,,"94 East 7th Street, New York, NY 10009","212-982-4140",,"5:30 PM - 10:30 PM",,"5:30 PM - 11:30 PM","5:30 PM - 11:30 PM","5:30 PM - 11:30 PM","5:30 PM - 11:30 PM","5:30 PM - 11:30 PM","$$$","NOT FOUND","http://newyorkcity.menupages.com/restaurants/kyo-ya/menu"
"La Bottega","Italian","Steak",,,"363 West 16th Street, New York, NY 10011","212-243-8400","http://www.themaritimehotel.com/bottega.html","7:00 AM - 12:00 AM","7:00 AM - 12:00 AM","7:00 AM - 12:00 AM","7:00 AM - 12:00 AM","7:00 AM - 12:00 AM","7:00 AM - 12:00 AM","7:00 AM - 12:00 AM","$$$","http://www.opentable.com/la-bottega-new-york","http://newyorkcity.menupages.com/restaurants/la-bottega/menu"
"La Esquina","Mexican",,,"x","106 Kenmare St, New York, NY 10012","646-613-1333","http://www.esquinanyc.com/","8:00-5:00 AM","8:00-5:00 AM","8:00-5:00 AM","8:00-5:00 AM","8:00-5:00 AM","8:00-5:00 AM","8:00-5:00 AM","$$-$$$","NOT FOUND","http://www.menupages.com/restaurants/la-esquina/menu"
"La Fonda del Sol","Spanish","Tapas",,,"200 Park Ave # 1, New York, NY 10166","212-867-6767",,,"12:00-11:00 PM","12:00-11:00 PM","12:00-11:00 PM","12:00-11:00 PM","12:00-11:00 PM","12:00-11:00 PM","$$","http://www.opentable.com/la-fonda-del-sol-main-dining-room","http://newyorkcity.menupages.com/restaurants/la-fonda-del-sol/menu"
"La Grenouille","French",,,,"3 East 52nd Street, New York, NY 10022","212-752-1495","http://www.la-grenouille.com/",,"5:00 PM - 10:00 PM","12:00-10:00 PM","12:00-10:00 PM","12:00-10:00 PM","12:00-11:00 PM","5:00 PM - 11:00 PM","$$$$","http://www.opentable.com/la-grenouille","http://newyorkcity.menupages.com/restaurants/la-grenouille/menu"
"La Lucha","Mexican",,,,"147 Avenue A, New York, NY 10009","212-260-0235","http://www.laluchanyc.com/","12:00 PM - 11:00 PM","12:00 PM - 11:00 PM","12:00 PM - 11:00 PM","12:00 PM - 11:00 PM","12:00 PM - 11:00 PM","12:00 PM - 1:00 AM","12:00 PM - 1:00 AM","$$","NOT FOUND","http://newyorkcity.menupages.com/restaurants/la-lucha/menu"
"La Paella","Spanish","Tapas",,,"214 E 9th St, New York, NY 10003","212-598-4321","http://lapaellanyc.com/","12:00-10:30 PM","12:00-10:30 PM","12:00-10:30 PM","12:00-10:30 PM","12:00-10:30 PM","12:00-11:30 PM","12:00-11:30 PM","$$","http://www.opentable.com/la-paella","http://newyorkcity.menupages.com/restaurants/la-paella/menu"
"La Pizza & Pasta","Italian","Pizza",,"x","31 East 20th Street, New York, NY 10003","212-598-0141","http://eatalyny.com/","5:00 PM - 11:00 PM","12:00 PM - 3:30 PM, 5:30 PM - 11:00 PM","12:00 PM - 3:30 PM, 5:30 PM - 11:00 PM","12:00 PM - 3:30 PM, 5:30 PM - 11:00 PM","12:00 PM - 3:30 PM, 5:30 PM - 11:00 PM","12:00 PM - 3:30 PM, 5:30 PM - 11:00 PM","12:00 PM - 3:30 PM, 5:30 PM - 11:00 PM","$$-$$$","NOT FOUND","http://newyorkcity.menupages.com/restaurants/la-pasta/menu"
"La Ripaille","French",,,,"605 Hudson St, New York, NY 10014","212-255-4406","http://www.laripailleny.com/","10:00 AM - 11:30 PM","11:30 AM - 11:00 PM","11:30 AM - 11:00 PM","11:30 AM - 11:00 PM","11:30 AM - 11:00 PM","11:00 AM - 11:30 PM","10:00 AM - 11:30 PM","$$-$$$","NOT FOUND","http://newyorkcity.menupages.com/restaurants/la-ripaille/menu"
"Lamazou","American",,,,"370 3rd Avenue, New York, NY 10016","212-532-2009","http://www.lamazoucheese.com/",,"10:00 AM - 8:00 PM","10:00 AM - 8:00 PM","10:00 AM - 8:00 PM","10:00 AM - 8:00 PM","10:00 AM - 8:00 PM","10:00 AM - 8:00 PM","$","NOT FOUND","http://newyorkcity.menupages.com/restaurants/lamazou/menu"
"Landmarc","French","Contemporary",,,"10 Columbus Circle, New York, NY 10019","212-823-6123","http://www.landmarc-restaurant.com/","7:00-2:00 AM","7:00-2:00 AM","7:00-2:00 AM","7:00-2:00 AM","7:00-2:00 AM","7:00-2:00 AM","7:00-2:00 AM","$$$","http://www.opentable.com/landmarc-at-the-time-warner-center","http://www.menupages.com/restaurants/landmarc/menu"
"L'Artusi","Italian",,,,"228 W 10th St, New York, NY 10014","212-256-5757","http://lartusi.com/","5:30-11:00 PM","5:30-11:00 PM","5:30-11:00 PM","5:30-11:00 PM","5:30-11:00 PM","5:30-12:00 AM","5:30-12:00 AM","$$$","http://www.opentable.com/lartusi","http://newyorkcity.menupages.com/restaurants/lartusi/menu"
"L'Atelier de Joel Robuchon","French","Contemporary",,,"57 East 57th Street, New York, NY 10022","212-829-3844","http://www.fourseasons.com/newyorkfs/dining/l_atelier_de_joel_robuchon/","6:00-10:30 PM","6:00-10:30 PM","6:00-10:30 PM","6:00-10:30 PM","6:00-10:30 PM","5:30-10:30 PM","5:30-10:30 PM","$$$$","http://www.opentable.com/latelier-de-joel-robuchon-four-seasons-hotel-new-york","http://newyorkcity.menupages.com/restaurants/latelier-de-joel-robuchon/menu"
"Laut ","Asian","Thai",,"x","15 E 17th Street, New York, NY 10003","212-206-8989","http://www.lautnyc.com/",,"11:30 AM - 10:30 PM","11:30 AM - 10:30 PM","11:30 AM - 10:30 PM","11:30 AM - 10:30 PM","11:30 AM - 11:00 PM","4:30 PM - 11:00 PM","$$","NOT FOUND","http://newyorkcity.menupages.com/restaurants/laut/menu"
"Le Bernardin","French","Seafood","Contemporary",,"155 West 51st Street, New York, NY 10019","212-554-1515","http://www.le-bernardin.com/",,"12:00 PM - 2:30 PM, 5:15 PM - 10:30 PM","12:00 PM - 2:30 PM, 5:15 PM - 10:30 PM","12:00 PM - 2:30 PM, 5:15 PM - 10:30 PM","12:00 PM - 2:30 PM, 5:15 PM - 10:30 PM","12:00 PM - 2:30 PM, 5:15 PM - 11:00 PM","5:15 PM - 11:00 PM","$$$$","http://www.opentable.com/le-bernardin","http://newyorkcity.menupages.com/restaurants/le-bernardin/menu"
"Le Cirque","French","Contemporary",,,"151 East 58th Street, New York, NY 10022","212-644-0202","http://www.lecirque.com/",,"11:45 AM - 2:30 PM, 5:30 PM - 11:00 PM","11:45 AM - 2:30 PM, 5:30 PM - 11:00 PM","11:45 AM - 2:30 PM, 5:30 PM - 11:00 PM","11:45 AM - 2:30 PM, 5:30 PM - 11:00 PM","11:45 AM - 2:30 PM, 5:30 PM - 11:00 PM","5:30 PM - 11:00 PM","$$$$","http://www.opentable.com/le-cirque","http://newyorkcity.menupages.com/restaurants/le-cirque/menu"
"Le Colonial","Vietnamese","Asian",,,"149 East 57th Street, New York, NY 10022","212-752-0808","http://www.lecolonialnyc.com/","5:30 PM - 11:00 PM","12:00 PM - 2:30 PM, 5:30 PM - 11:00 PM","12:00 PM - 2:30 PM, 5:30 PM - 11:30 PM","12:00 PM - 2:30 PM, 5:30 PM - 11:30 PM","12:00 PM - 2:30 PM, 5:30 PM - 11:30 PM","12:00 PM - 2:30 PM, 5:30 PM - 12:00 AM","5:30 PM - 12:00 AM","$$$","http://www.opentable.com/le-colonial-new-york","http://www.menupages.com/restaurants/le-colonial/menu"
"Le Verdure","Italian",,,"x","200 5th Ave, New York, NY 10010","646-398-5100","http://eatalyny.com/","12:00 PM - 2:30 PM, 5:00 PM - 9:30 PM","11:00 AM - 2:30 PM, 5:00 PM - 9:30 PM","11:00 AM - 2:30 PM, 5:00 PM - 9:30 PM","11:00 AM - 2:30 PM, 5:00 PM - 9:30 PM","11:00 AM - 2:30 PM, 5:00 PM - 9:30 PM","11:00 AM - 2:30 PM, 5:00 PM - 9:30 PM","11:00 AM - 2:30 PM, 5:00 PM - 9:30 PM","$$$","NOT FOUND","http://newyorkcity.menupages.com/restaurants/le-verdure/menu"
"L'Ecole","French",,,,"462 Broadway, New York, NY 10013","888-324-2433","http://www.frenchculinary.com/","11:30 AM - 2:30 PM","12:30-9:00 PM","12:30-9:00 PM","12:30-9:00 PM","12:30-9:00 PM","12:30-9:00 PM","12:30-9:00 PM","$$$","http://www.opentable.com/lecole-restaurant-of-the-french-culinary-institute","http://newyorkcity.menupages.com/restaurants/lecole/menu"
"Les Halles","French",,,,"411 Park Ave S, New York, NY10016","212-679-4111","http://leshalles.net/brasserie/","7:30-12:00 AM","7:30-12:00 AM","7:30-12:00 AM","7:30-12:00 AM","7:30-12:00 AM","7:30-12:00 AM","7:30-12:00 AM","$$","http://www.menupages.com/restaurants/les-halles/","http://www.opentable.com/les-halles-park-avenue"
"L'Express","French",,,,"249 Park Ave S, New York, NY 10003","212-254-5858","http://www.lexpressnyc.com/","24 Hours","24 Hours","24 Hours","24 Hours","24 Hours","24 Hours","24 Hours","$$","NOT FOUND","http://newyorkcity.menupages.com/restaurants/lexpress/menu"
"Lil' Frankie's","Pizza","Italian",,,"21 1st Avenue, New York, NY 10003","212-420-4900","http://www.lilfrankies.com/","10:00-4:00 AM","10:00-4:00 AM","10:00-4:00 AM","10:00-4:00 AM","10:00-4:00 AM","10:00-4:00 AM","10:00-4:00 AM","$-$$","NOT FOUND","http://newyorkcity.menupages.com/restaurants/lil-frankies/menu"
"Lincoln","Italian","Contemporary",,,"142 West 65th Street, New York, NY 10023","212-359-6500","http://www.lincolnristorante.com/","11:30 AM - 2:30 PM, 5:30 PM - 10:30 PM","12:00 PM - 2:00 PM, 5:30 PM - 10:30 PM","12:00 PM - 2:00 PM, 5:30 PM - 10:30 PM","12:00 PM - 2:00 PM, 5:30 PM - 10:30 PM","12:00 PM - 2:00 PM, 5:30 PM - 10:30 PM","12:00 PM - 2:00 PM, 5:30 PM - 10:30 PM","11:30 AM - 2:30 PM, 5:30 PM - 10:30 PM","$$$$","http://www.opentable.com/lincoln-ny","http://www.menupages.com/restaurants/lincoln-ristorante/menu"
"Little Giant","American",,,,"85 Orchard Street (at Broome), New York, NY 10002","212-226-5047","http://www.littlegiantnyc.com/flash.html","11:00 AM - 4:00 PM, 6:00 PM - 10:00 PM","11:30 AM - 4:00 PM, 6:00 PM - 11:00 PM","11:30 AM - 4:00 PM, 6:00 PM - 11:00 PM","11:30 AM - 4:00 PM, 6:00 PM - 11:00 PM","11:30 AM - 4:00 PM, 6:00 PM - 11:00 PM","11:30 AM - 4:00 PM, 6:00 PM - 12:00 AM","11:30 AM - 4:00 PM, 6:00 PM - 12:00 AM","$$$","http://www.opentable.com/little-giant","http://newyorkcity.menupages.com/restaurants/little-giant/menu"
"Little Owl","American","Contemporary",,,"90 Bedford Street, New York, NY 10014","212-741-4695","http://www.thelittleowlnyc.com/","11:00 AM - 2:30 PM, 5:00 PM - 10:00 PM","12:00 PM - 2:30 PM, 5:00 PM - 11:00 PM","12:00 PM - 2:30 PM, 5:00 PM - 11:00 PM","12:00 PM - 2:30 PM, 5:00 PM - 11:00 PM","12:00 PM - 2:30 PM, 5:00 PM - 11:00 PM","12:00 PM - 2:30 PM, 5:00 PM - 11:00 PM","11:00 AM - 2:30 PM, 5:00 PM - 11:00 PM","$$$","http://www.opentable.com/the-little-owl","http://newyorkcity.menupages.com/restaurants/the-little-owl/menu"
"Little Pepper","Chinese",,,,"133-43 Roosevelt Avenue, Flushing, NY 11354","718-939-7788","http://www.little-pepper.com/","11:00 AM - 11:00 PM","11:00 AM - 11:00 PM","11:00 AM - 11:00 PM","11:00 AM - 11:00 PM","11:00 AM - 11:00 PM","11:00 AM - 11:00 PM","11:00 AM - 11:00 PM","$","NOT FOUND",
"Locanda Verde","Italian",,,,"377 Greenwich Street, New York, NY 10013","212-925-3797","http://locandaverdenyc.com/","8:00 AM - 11:00 PM","8:00 AM - 11:00 PM","8:00 AM - 11:00 PM","8:00 AM - 11:00 PM","8:00 AM - 11:00 PM","8:00 AM - 11:00 PM","8:00 AM - 11:00 PM","$$","NOT FOUND","http://newyorkcity.menupages.com/restaurants/locanda-verde/menu"
"Lombardi's","Pizza","Italian",,,"32 Spring Street, New York, NY 10012","212-941-7994","http://www.firstpizza.com/","11:30-12:00 AM","11:30 AM - 11:00 PM","11:30 AM - 11:00 PM","11:30 AM - 11:00 PM","11:30 AM - 11:00 PM","11:30 AM - 11:00 PM","11:30 AM - 12:00 AM","$$","NOT FOUND","http://newyorkcity.menupages.com/restaurants/lombardis/menu"
"Los Feliz","Mexican",,,,"109 Ludlow St, New York, NY 10002","212-228-8383","http://losfeliznyc.com/",,,,,,,,"$$$","NOT FOUND","http://www.menupages.com/restaurants/los-feliz/menu"
"Lotus of Siam","Asian","Thai",,"x","24 5th Avenue, New York, NY 10011","212-529-1700","http://www.lotusofsiamny.com",,"5:30 PM - 10:30 PM","5:30 PM - 10:30 PM","5:30 PM - 10:30 PM","5:30 PM - 10:30 PM","5:30 PM - 11:00 PM","5:30 PM - 11:00 PM","$$","http://www.opentable.com/lotus-of-siam","http://www.menupages.com/restaurants/lotus-of-siam/menu"
"Lucali","Pizza","Italian",,,"575 Henry Street, NY 11231","718-858-4086",,"6:00-10:00 PM","6:00-10:00 PM",,"6:00-10:00 PM","6:00-10:00 PM","6:00-10:00 PM","6:00-10:00 PM","$$","NOT FOUND","http://newyorkcity.menupages.com/restaurants/lucali/menu"
"Luke's Lobster","Seafood",,,,"242 E 81st St, New York, NY 10028","212-249-4241","http://www.lukeslobster.com/","11:00 AM - 11:00 PM","11:00 AM - 11:00 PM","11:00 AM - 11:00 PM","11:00 AM - 11:00 PM","11:00 AM - 11:00 PM","11:00 AM - 12:00 AM","11:00 AM - 12:00 AM","$$","NOT FOUND","http://newyorkcity.menupages.com/restaurants/lukes-lobster-2/menu"
"Lupa","Italian",,,"x","170 Thompson St, New York, NY 10012","212-982-5089","http://www.luparestaurant.com/",,"12:00 PM - 12:00 AM","12:00 PM - 12:00 AM","12:00 PM - 12:00 AM","12:00 PM - 12:00 AM","12:00 PM - 12:00 AM","12:00 PM - 12:00 AM","$$$","http://www.opentable.com/lupa","http://newyorkcity.menupages.com/restaurants/lupa/menu"
"Lure Fishbar","Seafood",,,,"142 Mercer Street, New York, NY 10012","212-431-7676","http://lurefishbar.tumblr.com/","11:30 AM - 10:00 PM","11:30 AM - 10:00 PM","11:30 AM - 11:00 PM","11:30 AM - 11:00 PM","11:30 AM - 11:00 PM","11:30-12:00 AM","11:30-12:00 AM","$$$","http://www.opentable.com/lure-fishbar","http://newyorkcity.menupages.com/restaurants/lure-fishbar/menu"
"M & T Restaurant","Chinese",,,,"44-09 Kissena Boulevard, Flushing, NY 11355","718-539-4100",,,,,,,,,"$$","NOT FOUND",
"Ma Peche","Asian","Contemporary",,,"15 West 56th Street, New York, NY 10019","212-757-5878","http://www.momofuku.com/ma-peche/","7:00 AM - 11:00 AM, 5:00 PM - 11:00 PM","7:00 AM - 11:00 AM, 11:30 AM - 2:30 PM, 5:00 PM - 11:00 PM","7:00 AM - 11:00 AM, 11:30 AM - 2:30 PM, 5:00 PM - 11:00 PM","7:00 AM - 11:00 AM, 11:30 AM - 2:30 PM, 5:00 PM - 11:00 PM","7:00 AM - 11:00 AM, 11:30 AM - 2:30 PM, 5:00 PM - 11:00 PM","7:00 AM - 11:00 AM, 11:30 AM - 2:30 PM, 5:00 PM - 11:00 PM","7:00 AM - 11:00 AM, 11:30 AM - 2:30 PM, 5:00 PM - 11:00 PM","$$$","NOT FOUND","http://www.menupages.com/restaurants/ma-peche/menu"
"Macao Trading Co.","Fusion","Mediterranean","Tapas",,"311 Church St, New York, NY 10013","212-431-8642","http://www.macaonyc.com/","5:00 PM - 4:00 AM","5:00 PM - 4:00 AM","5:00 PM - 4:00 AM","5:00 PM - 4:00 AM","5:00 PM - 4:00 AM","5:00 PM - 4:00 AM","5:00 PM - 4:00 AM","$$","http://www.opentable.com/macao-trading-company","http://newyorkcity.menupages.com/restaurants/macao-trading-co/menu"
"Macondo","Latin American","Tapas",,,"157 East Houston Street, New York, NY 10002","212-473-9900","http://macondonyc.com/","11:00 AM - 4:30 PM, 5:00 PM - 12:00 AM","5:00 PM - 12:00 AM","5:00 PM - 12:00 AM","5:00 PM - 12:00 AM","5:00 PM - 12:00 AM","5:00 PM - 3:00 AM","11:00 AM - 4:30 PM, 5:00 PM - 3:00 AM","$$$","NOT FOUND","http://newyorkcity.menupages.com/restaurants/macondo/menu"
"Maialino","Italian",,,"x","2 Lexington Avenue, New York, NY 10010","212-777-2410","http://www.maialinonyc.com/","10:00 AM - 2:00 PM, 5:30 PM - 10:30 PM","7:30 AM - 10:00 AM, 12:00 PM - 2:00 PM, 5:30 PM - 10:30 PM","7:30 AM - 10:00 AM, 12:00 PM - 2:00 PM, 5:30 PM - 10:30 PM","7:30 AM - 10:00 AM, 12:00 PM - 2:00 PM, 5:30 PM - 10:30 PM","7:30 AM - 10:00 AM, 12:00 PM - 2:00 PM, 5:30 PM - 10:30 PM","7:30 AM - 10:00 AM, 12:00 PM - 2:00 PM, 5:30 PM - 11:00 PM","10:00 AM - 2:00 PM, 5:30 PM - 11:00 PM","$$$","http://www.opentable.com/maialino","http://newyorkcity.menupages.com/restaurants/maialino/menu"
"Malatesta","Italian",,,"x","649 Washington Street, New York, NY 10014","212-741-1207","http://malatestatrattoria.com/","12:00 PM - 4:00 PM, 5:30 PM - 11:30 PM","5:30-11:30 PM","5:30-11:30 PM","5:30-11:30 PM","5:30-11:30 PM",,"12:00 PM - 4:00 PM, 5:30 PM - 11:30 PM","$$","NOT FOUND","http://newyorkcity.menupages.com/restaurants/malatesta-trattoria/menu"
"Mama Mexico","Mexican",,,"x","214 East 49st, New York, NY 10017","212-935-1316","http://www.mamamexico.com/","12:00 PM - 12:00 AM","12:00 PM - 12:00 AM","12:00 PM - 12:00 AM","12:00 PM - 12:00 AM","12:00 PM - 12:00 AM","12:00 PM - 2:00 AM","12:00 PM - 2:00 AM","$$$","http://www.opentable.com/mama-mexico","http://newyorkcity.menupages.com/restaurants/mama-mexico/menu"
"Manzo","Italian","Steak",,,"200 5th Avenue, New York, NY 10010","212-229-2180","http://eatalyny.com/","12:00 PM - 2:30 PM, 5:30 PM - 10:00 PM","11:30 AM - 2:30 PM, 5:30 PM - 10:00 PM","11:30 AM - 2:30 PM, 5:30 PM - 10:00 PM","11:30 AM - 2:30 PM, 5:30 PM - 10:00 PM","11:30 AM - 2:30 PM, 5:30 PM - 10:00 PM","11:30 AM - 2:30 PM, 5:30 PM - 10:00 PM","11:30 AM - 2:30 PM, 5:30 PM - 10:00 PM","$$$$","http://www.opentable.com/manzo","http://newyorkcity.menupages.com/restaurants/manzo/menu"
"Mapo Tofu","Chinese",,,"x","338 Lexington Ave, New York, NY 10016","212-867-8118","http://mapotofunyc.com/food-delivery/Mapo-Tofu-New-York-City.5586.r?QueryStringValue=ijzFrgN7pVgG0KrL2cbZow==","11:30 AM - 10:00 PM","11:30 AM - 10:00 PM","11:30 AM - 10:00 PM","11:30 AM - 10:00 PM","11:30 AM - 10:00 PM","11:30 AM - 10:00 PM","11:30 AM - 10:00 PM","$$","NOT FOUND","http://newyorkcity.menupages.com/restaurants/mapo-tofu/menu"
"Marc Forgione","American","Contemporary",,,"134 Reade Street, New York, NY 10013","212-941-9401","http://www.marcforgione.com","11:30 AM - 10:00 PM","5:00-11:00 PM","5:00-11:00 PM","5:00-11:00 PM","5:00-11:00 PM","5:00-11:00 PM","5:00-11:00 PM","$$$","http://www.opentable.com/marc-forgione","http://newyorkcity.menupages.com/restaurants/marc-forgione/menu"
"Marea","Italian","Seafood",,,"240 Central Park South, New York, NY 10019","212-582-5100","http://www.marea-nyc.com/","5:00 PM - 10:00 PM","12:00 PM - 2:30 PM, 5:30 PM - 10:00 PM","12:00 PM - 2:30 PM, 5:30 PM - 10:00 PM","12:00 PM - 2:30 PM, 5:30 PM - 10:00 PM","12:00 PM - 2:30 PM, 5:30 PM - 10:00 PM","12:00 PM - 2:30 PM, 5:00 PM - 11:30 PM","12:00 PM - 2:30 PM, 5:00 PM - 11:30 PM","$$$$","http://www.opentable.com/marea","http://newyorkcity.menupages.com/restaurants/marea/menu"
"Markt","European",,,,"676 Sixth Avenue, New York, NY 10010","212-727-3314","http://www.marktrestaurant.com/index2.htm","10:00 AM - 11:00 PM","8:00 AM - 11:00 PM","8:00 AM - 11:00 PM","8:00 AM - 11:00 PM","8:00 AM - 11:00 PM","8:00 AM - 11:00 PM","10:00 AM - 11:00 PM","$$$","http://www.opentable.com/markt","http://www.menupages.com/restaurants/markt/menu"
"Marlow and Sons","American","Contemporary",,,"81 Broadway, New York, NY 11211-6005","718-384-1441","http://marlowandsons.com/","11:00-12:00 AM","11:00-12:00 AM","11:00-12:00 AM","11:00-12:00 AM","11:00-12:00 AM","11:00-12:00 AM","11:00-12:00 AM","$$","not found","http://newyorkcity.menupages.com/restaurants/marlow-sons/menu"
"Mary's Fish Camp","Seafood",,,,"64 Charles Street, New York, NY 10014","646-486-2185","http://www.marysfishcamp.com/",,"11:00 AM - 3:00 PM, 6:00 PM - 11:00 PM","11:00 AM - 3:00 PM, 6:00 PM - 11:00 PM","11:00 AM - 3:00 PM, 6:00 PM - 11:00 PM","11:00 AM - 3:00 PM, 6:00 PM - 11:00 PM","11:00 AM - 3:00 PM, 6:00 PM - 11:00 PM","11:00 AM - 3:00 PM, 6:00 PM - 11:00 PM","$$","NOT FOUND","http://newyorkcity.menupages.com/restaurants/marys-fish-camp/menu"
"Mas (farmhouse)","American",,,,"39 Downing Street, New York, NY 10014","212-255-1790","http://www.masfarmhouse.com/","6:00-11:30 PM","6:00-11:30 PM","6:00-11:30 PM","6:00-11:30 PM","6:00-11:30 PM","6:00-11:30 PM","6:00-11:30 PM","$$$","NOT FOUND","http://newyorkcity.menupages.com/restaurants/mas-farmhouse/menu"
